序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像
94,,196324876000,16131319,"丶懂我不言",5,男,"丁修说的如果沈炼没有杀掉赵靖忠，他会杀了沈炼，刨除大家调侃的说法，没杀掉肯定是被杀了，我认为他应该意思是如果我这边都干掉13个骑兵，你还打不死赵，甚至处于下风，实力太差，连给兄弟报仇的能力都没有，那就别活着，下去陪兄弟吧",2023-11-28 20:17:19,2,4,"不喜欢跟狗多说",江苏,否,https://i1.hdslb.com/bfs/face/ee53ec323cf40e4b5dfafa10253d24e01e57ebf0.jpg
95,196324876000,245915771792,1720814921,"幻-星_",5,保密,"和实力有毛关系，他的师弟被沈炼害死了，如果沈炼如果帮不了他师弟报仇偿还，那么他就一并杀了沈炼给他师弟报仇",2024-10-31 12:13:23,0,0,"一杯敬朝阳，一杯敬过往。",湖北,否,https://i2.hdslb.com/bfs/face/2e4009704afcda1e8f6750474189f60ee939f685.jpg
96,245915771792,245922030128,16131319,"丶懂我不言",5,男,"回复 @幻-星_ :那不还是跟实力有关？他不想杀赵？杀不掉不就是打不过？真的搞笑，我都不知道你在反驳什么，不会说话就多看几遍剧情",2024-10-31 13:30:14,0,0,"不喜欢跟狗多说",江苏,否,https://i1.hdslb.com/bfs/face/ee53ec323cf40e4b5dfafa10253d24e01e57ebf0.jpg
97,,195815840800,3493268042025412,"希瓦心子",5,保密,"最好的武打剧解说",2023-11-25 01:21:06,0,0,"梵我一如",江苏,否,https://i1.hdslb.com/bfs/face/1542b846d85fd027faec4661ff5851ec7069537f.jpg
98,,195788124448,3493271210822583,"元年啤小姜",5,保密,"看得出来逼小将们的引以为傲的视频红海已经没了",2023-11-24 21:46:12,0,0,"",云南,否,https://i0.hdslb.com/bfs/face/f8e6e2eb840f4ac1be7e6d00c93d6e35fb4be21c.jpg
99,,195542805328,96111600,"白鳞大蛇-",6,男,"up真是没用兵器打过实战 玩玩兵击就知道了 没那么简单",2023-11-23 02:14:04,0,2,"",北京,是,https://i0.hdslb.com/bfs/face/460b3fb57e1d5fb23ee1e80e27cb0905afca0ba1.jpg
100,,195366290480,449167864,"黑世飅煜翎",6,男,"难崩的弹幕合集：
“？？先有倭刀再有苗刀？？”“日本偷的苗刀改的倭刀”（鉴定为毫无文化自信，只有靠吹捧源头论和贬低他人才能找到文化自信，实际上是文化'他信'）
“苗刀全开刃，1/3是后人杜撰的”（只有刀头1/3开刃的那玩意就是瞎扯淡，但是，刀根处确实不开刃，反手握住刀刃可以让新兵强行掰正刃筋发挥最强斩击效果，又不是所有人都是武侠高手每一刀都是正，毕竟是军队用的刀。）
“唐横刀最牛逼”（好好好，最牛逼的失传了，连刀镡都没有，还叫牛逼）
“根本没有戚家刀这个种类”（虽然确实不这么叫）
“这刀专克骑兵”（指苗刀，差点被笑死，冷兵器小鬼怎么不说'陌刀一下，人马具碎'了？然而事实上，你这刀还没打到对面对面三米长的大枪已经扎过来了）
“朴刀”（指着苗刀的图片说着）",2023-11-21 21:42:25,6,7,"实力不够剪辑来凑的飞舞苗刀仔",北京,否,https://i1.hdslb.com/bfs/face/291ec3baf008f3775cf3faef0ce07012e26a81e5.png
101,203028280288,203048679056,449167864,"黑世飅煜翎",6,男,"回复 @Mushymud烂泥 :对的[支持]",2024-01-14 00:12:35,0,0,"实力不够剪辑来凑的飞舞苗刀仔",北京,否,https://i1.hdslb.com/bfs/face/291ec3baf008f3775cf3faef0ce07012e26a81e5.png
102,195366290480,247670242385,86799568,"Zlln",6,男,"其实以前的刀都很难说清楚，有说倭刀改苗刀的，有说苗刀改倭刀的，但其实以前来说没有“苗刀”这个说法，这种类型的刀分为很多种，有长有短，还有所谓的唐刀也有很多种，甚至有木质礼宾刀。其实我觉得像弹幕那么挣毫无意义，管谁仿谁，好用它就是王道，真打起来谁会挣谁仿谁的。现在出土的争议最小的其实是秦剑，那个是真有切实的古物和历史可查的，那种也是有长有短，最长的和苗刀都差不多。但像“苗刀”这个东西难以查清的原因其实就是刀形态太多，同时又是诞生在战时，打仗用的东西本就是你我来回仿，秦剑这个东西我印象中好像是只有有身份的人能用",2024-11-25 13:49:23,0,1,"开摆",河北,否,https://i1.hdslb.com/bfs/face/fdb6600979462668c9e11a77ed30a41cc6c8cc6b.jpg
103,247670242385,247682157249,449167864,"黑世飅煜翎",6,男,"回复 @Zlln :你说的对，原来就没有苗刀这个说法
第二确实是明长刀仿的倭刀，这点戚的书里有写（太久没跟人讨论过这个话题了忘了是哪个了。当时明朝的双手刀都是宽头的雁翅刀，刀身比较短。日本当时的太刀是野太刀，非常长而且他们的那个制作工艺能让刀很长的同时很细很轻还耐用，本质上是日本阴流刀法的本土化。我没有再说抄袭日本，而是学其精华去其糟粕，包括程先生的单刀法选那几招都是从倭刀里搞出最有用最有效最适合士兵训练的。而且刀的制作工艺也本土化了，无论是从缠柄的绳子上就能直接看出来还是从锻造刀条本身。现在很多网上的都直接把日本那一套缠武器柄的方法拿来装唐刀装苗刀，本质上就是原来生产日本刀的厂家生产线没换。",2024-11-25 17:18:07,0,1,"实力不够剪辑来凑的飞舞苗刀仔",北京,否,https://i1.hdslb.com/bfs/face/291ec3baf008f3775cf3faef0ce07012e26a81e5.png
104,247682157249,247744667633,86799568,"Zlln",6,男,"回复 @黑世飅煜翎 :对啊，所以我并不觉得这是什么丢人的事情，直到现在飞机坦克的外观还都挺一致的，谁仿谁真无所谓，好用那他就是真理啊",2024-11-26 13:10:38,0,1,"开摆",河北,否,https://i1.hdslb.com/bfs/face/fdb6600979462668c9e11a77ed30a41cc6c8cc6b.jpg
105,195366290480,261287841968,504006302,"账号已注销",,保密,"招笑的是那些看到苗刀就叫起源窝刀的
这些人看到窝刀反而不会叫起源环首刀唐横刀",2025-04-26 03:49:08,0,0,"",陕西,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
106,195366290480,271348257345,701685963,"WJD-MF",6,男,"唐横刀失传了？[思考]不是有出土文物和壁画吗？而且横刀也有刀镡啊，除了那些埋鞘的。况且有没有刀镡和牛不牛逼没有直接关系呀。",2025-08-14 21:56:25,0,0,"生活很奇妙，会强迫你前进。",湖北,否,https://i0.hdslb.com/bfs/face/32ab66033e398f7c0949e05ceada285f9dc29cd0.jpg
107,,194774953376,1146088611,"梦游人间摩羯座",4,保密,"绣春刀真的好看！up讲的也不错！",2023-11-17 18:07:40,0,0,"",新疆,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
108,,193542096896,398917763,"废废了火柴",6,男,"解说的太好了",2023-11-08 20:31:06,0,0,"我是火柴 火批 高一了 鹰佐教学本人 格斗游戏玩家 主玩街霸3.3 单机游戏独立游戏都爱玩",辽宁,否,https://i2.hdslb.com/bfs/face/62a4f3baeca3614df4485fc6a0b60817759b3645.jpg
109,,193285006768,4992097,"马踏飞箭",6,男,"绣春刀两部删掉女主就完美了，纯恶心人的，再来这么个精虫上脑的沈炼误了大事",2023-11-06 23:02:29,0,2,"横版游戏发竖屏全是傻卵，你怎么不把电脑显示屏竖着玩",广西,是,https://i1.hdslb.com/bfs/face/c2c7ece2ec8d03bed6eb7fe55b2d81007d0cb167.jpg
110,,192764204960,93672731,"米粥是个撒娇精",5,男,"up用心了",2023-11-03 15:31:26,0,0,"",江苏,是,https://i2.hdslb.com/bfs/face/86af5de6f9c0dc097693aa7f4a281ee2ec0ae2b1.jpg
111,,192703132832,1261968333,"橘三諦八十六",5,保密,"以战力指数论之，《绣春刀1+2》
1丁修，戚家刀传人内弟子，苗刀夜莺，
2（逼巴拉）赵靖忠，东厂提督，同姓子龙枪
3郑掌班，东厂六品，双头流星锤
4沈炼，锦衣卫北镇抚司大七品总旗，绣春刀三连弩
5丁白缨，戚家刀掌门及传人，苗刀白樱
6丁显（荊一川）小旗，双刀飞燕
7卢剑星，总旗，雁翅刀
8裴伦，百户，夹刀棍
9陆文昭，千户，戚家刀传人之师兄，苗刀赤旭
10魏婷，“九千岁”魏忠贤义女，西洋剑
11凌云凯，总旗，雁翎刀
12丁泰，丁冲，丁白缨徒儿，刀盾及狼牙棒
13殷橙，（严峻斌/金刀门少主",2023-11-03 01:18:09,1,3,"",北京,否,https://i0.hdslb.com/bfs/face/30ee410d61ae8a466f11a4699336f2b4a1dcd44c.jpg
112,192703132832,195795081152,3493079155739421,"人类用户00001",5,保密,"战斗力排名问题其实早有定论，因为导演自己在知乎排过",2023-11-24 22:34:15,0,0,"",四川,否,https://i0.hdslb.com/bfs/face/c0ba945d67b0b854e1d36c9f4fe6088aca476245.jpg
113,,192330187952,3493086946658412,"在下是本初",5,保密,"，，",2023-10-31 11:31:24,0,0,"我刚才好酷
牙牙学步的狼灭?

喜笑颜开本初子午线",河南,否,https://i0.hdslb.com/bfs/face/23f45a0175d0761179fbcd2150b50413a747c331.jpg
114,,191474685792,66397397,"悟空PA",6,男,"这人为什么能有二十万粉丝？",2023-10-25 06:05:59,0,1,"做一个硬核且无趣的人",北京,否,https://i2.hdslb.com/bfs/face/1b5c84c0c9fea0237fdcef5a2c9c12c82562ac9b.jpg
115,,190640468096,9052329,"Atick",6,保密,"虽然是ai配音 但内容真的可以",2023-10-18 23:41:39,0,0,"",福建,是,https://i0.hdslb.com/bfs/face/b33ba0df61503fa01b77087db45b5824d8a15f0d.jpg
116,,189792940480,422672192,"愤冰冰",5,男,"up主这方面的知识真是丰富",2023-10-12 19:55:48,0,0,"",广东,是,https://i2.hdslb.com/bfs/face/c1921f7e45ff6ee4655ae068b44f3396b7d00986.jpg
117,,188551604016,3493107811223967,"也已日月",4,男,"这电影挺不讲历史，抗倭英雄戚继光当初招人的时候，连小鲜肉都不要，要的都是一些五大三粗的男人，皮肤还得黑，怎么会招女的？",2023-10-03 16:52:05,0,0,"",河北,否,https://i0.hdslb.com/bfs/face/83395ebc166a8bcb459a49bdcbdc6951f9fac227.jpg
118,,187068677360,472499357,"ajajajjjjjjj",5,保密,"丁修杀的那个医生好像也不是什么好人，一直在一川的药里下毒试图害一川，说白了丁修杀的是害他师弟的人",2023-09-23 07:19:10,0,0,"",湖北,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
119,,186638174672,14817669,"BeachFuvker",6,保密,"辛芷蕾真漂亮啊",2023-09-19 23:47:39,0,0,"faQ",湖南,否,https://i0.hdslb.com/bfs/face/89b26ed99b4834b903a2c26e71f8e7c07b53b01f.jpg
120,,185792530864,383812732,"张瘸子jn",5,保密,"丁修也太垃圾了吧，打十三个杂兵还受了这么多伤。沈炼干掉了一个大boss赵进忠呢。",2023-09-13 21:58:23,1,0,"",山东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
121,185792530864,187203725584,455017459,"V4lerie",5,男,"以为自己唱反调的样子很潇洒是吧😅",2023-09-24 01:31:07,0,0,"",湖南,否,https://i1.hdslb.com/bfs/face/a73a8152e6773937c7803caeb2ef52a711efee4d.jpg
122,,184030273248,358621801,"bili_358621801",5,保密,"以步战骑是很常见的现象，在古代布阵最重要的考虑因素就是排除骑兵绕侧的可能性，让骑兵只能正面冲击重装步兵，如果能做到，那就打赢了，重装步兵打轻重骑兵简直是屠杀",2023-09-01 12:17:46,0,2,"此生有幸见证自由主义世界的灭亡。",北京,否,https://i1.hdslb.com/bfs/face/b050895b4b84151315cb1c09dbb35c9693301ac5.jpg
123,,183455615232,407179124,"SamuraiShop武士刀商铺",5,男,"当年拍这部电影的导演到龙泉找我买的刀，一晃好几年了，点我工坊看看就知道了。电影还在人老了",2023-08-28 21:08:21,0,2,"点击头像-找到购买-V.x；SamuraiShop 绝对品质、精细加工。工坊已上线，点击工坊橱窗几百款任意挑选。",浙江,是,https://i2.hdslb.com/bfs/face/af7caa30df43ed302e002844ffec199263bbf6ae.jpg
124,,182365441872,28710885,"桃桃需要养乐多",6,保密,"绣春刀太经典了，反复看过好多遍",2023-08-22 19:04:06,0,0,"",山东,否,https://i0.hdslb.com/bfs/face/0383dcad1d362174cb76dc97263671f53f36e33f.jpg
125,,180767475200,279279116,"姜凡木",6,女,"巧了，我最讨厌的就是丁修",2023-08-14 02:43:52,0,0,"",山东,否,https://i2.hdslb.com/bfs/face/0309ba2fb21d65e1c2d773c4446d7c744d65c159.jpg
126,,180624091968,11713957,"Zy汽车技术控",6,男,"你是懂爆肝的",2023-08-13 11:38:55,0,0,"商V：ZY869586（pr请备注品牌）汽车科班的汽车从业者，拆改评测，科普汽车知识",河南,是,https://i1.hdslb.com/bfs/face/cddd76c0fbd032e1e356d72d5f007b14b8885520.jpg
127,,179808235104,2094023889,"小京官",5,女,"解说很到位，小白收获满满",2023-08-09 01:14:22,1,1,"“命运无权为我授勋”",北京,否,https://i0.hdslb.com/bfs/face/7b5ca98b8d9bcb11683a87bf41f497d70e45e6c3.jpg
128,179808235104,179808355920,2094023889,"小京官",5,女,"感谢up",2023-08-09 01:14:34,0,0,"“命运无权为我授勋”",北京,否,https://i0.hdslb.com/bfs/face/7b5ca98b8d9bcb11683a87bf41f497d70e45e6c3.jpg
129,,179381570240,517965594,"纸鸢轻拂玲珑盏",5,保密,"雀氏肉，人家挨一刀就寄，主角能挨2下。
区区致命伤，两天就好了",2023-08-06 21:30:33,0,0,"",江苏,否,https://i0.hdslb.com/bfs/face/554994edc1c72b16eba61af69603ddd97f76ba5e.jpg
130,,178415569888,333032461,"愛している卢卡酱",5,保密,"个人认为最后一打十三确实有点太过加强了，那可是骑兵，十三个啊",2023-08-01 23:16:16,0,0,"",江苏,否,https://i1.hdslb.com/bfs/face/53ca9559e68d024b5d4f563c0fac9b97b8f59aca.jpg
131,,178165494192,3493081601018359,"文娱见证人Bean",5,保密,"不知如今评分几何？
在下2017年底看的
内心评分：7.6",2023-07-31 18:56:05,0,0,"摒弃低级趣味的人

发现更多优质作品",江西,否,https://i1.hdslb.com/bfs/face/50cb63ec89a40ecb2058d9e3c0eaaebaae8df25d.jpg
132,,177366746048,8345355,"___土豆大王___",5,保密,"有人知道22：50后面的bgm是啥吗",2023-07-27 17:13:31,0,0,"溪南好友相邻近，日往烟萝话昼长。",重庆,否,https://i0.hdslb.com/bfs/face/da38fe38d10837f568076a8ce04d242b95377161.jpg
133,,176233436768,514521992,"恋恋风鸽",6,保密,"质量挺高的",2023-07-21 17:14:18,0,0,"",湖南,是,https://i2.hdslb.com/bfs/face/dd5dcda6140f7ce9721dfc2adb63b03cf58ec19d.jpg
134,,174931279712,492542493,"不看菜谱看兵法的厨师",5,保密,"我不懂为什么丁白樱最后都不是沈炼的对手，而徒弟丁修综合实力就在沈炼之上？这个是什么逻辑？青出于蓝吗？如果是哪些地方证明呢？",2023-07-14 15:43:25,5,0,"",江苏,否,http://i0.hdslb.com/bfs/face/4fe86e5987f666d8ff0e2b6f065d17321f7f19ad.jpg
135,174931279712,193452040480,2136660259,"㓓生以渔",5,保密,"逻辑就是，导演亲自说的，丁修实力毫无疑问的最强。",2023-11-08 06:58:22,0,0,"",辽宁,是,https://i1.hdslb.com/bfs/face/d4e1a8a22d0d57c00aedd3359afbd4e489d554f5.jpg
136,174931279712,198967521648,413751506,"努力努力努力aa",5,保密,"丁白樱明显学术大于实战，从她徒弟的武功和兵器都不同就知道她练的兵器非常多，练这么多兵器很难把一样练到极限，而且她是女人也很少实战，身体素质比不上，功夫好再不一定打得过，你功夫再好也打不过泰森，身体素质才是决定性因素，丁修实战比师傅强很正常",2023-12-17 03:53:13,0,3,"",重庆,否,https://i2.hdslb.com/bfs/face/39cf14bc004d30a50d04dbf273642c349d1caa2d.jpg
137,174931279712,223186822224,64758086,"路湿l9oo",6,保密,"丁修其实是丁白樱父亲的徒弟，后来丁白樱当了掌门，才改到他门下。而且是带艺投师，否则这种辈分不会这么乱来的",2024-05-25 23:52:35,0,1,"",黑龙江,是,https://i2.hdslb.com/bfs/face/9804b6b50de47eba6e92356a71565e557a2444a1.jpg
138,174931279712,224546949824,1166182836,"xiYJY",5,男,"因为真正的大师永远怀着一颗学徒的心，丁修是带艺入师的，而丁白缨熟知戚家刀法自然能成为丁修的师傅，就比如平时学校，考上清北的学生他的老师可能也就是个普通本科的研究生，师者，传道授业解惑也",2024-06-03 20:56:49,0,1,"",四川,否,https://i0.hdslb.com/bfs/face/082475943cac221fc504ffb1a351b04c4fddc83a.jpg
139,174931279712,269605330257,646242150,"有丶雨",5,保密,"按辈分来的，丁白英是丁休师傅的女儿，丁休死了丁白缨接班当掌门",2025-08-01 00:23:44,0,0,"",广东,否,https://i0.hdslb.com/bfs/face/708d1b36d693ca8440288475e5ad7fdc993bb33c.jpg
140,,174699671536,362866631,"三千白菜",6,保密,"杀了他 钱不也还是他的嘛？",2023-07-13 10:57:19,0,0,"",内蒙古,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
141,,173714550576,2009307674,"金羽小鹏7",6,男,"丁修多虑了，就算赵公公找其他人来杀一川，又有谁干得过一川",2023-07-07 19:59:54,0,1,"最喜欢的两个巨星，迈克尔杰克逊和C罗，他们都是各自领域最完美的人，也都被迫害，而我自己热爱体育，喜爱动漫，信仰音乐，也执着于追求最好",福建,是,https://i2.hdslb.com/bfs/face/5830a1e976891571f5ad1ba84a770e0fa0764825.jpg
142,,173079699728,413146607,"铜头龙鱼",5,男,"绣春刀，你以为我看的是沸羊羊（沈），但其实我看的人情世故。
沸羊羊为了一个女人，居然就这么白白放弃了生的机会，在我看来真是郁闷不堪。
活字当头，命字当先啊！",2023-07-04 00:35:51,0,0,"",广东,否,https://i2.hdslb.com/bfs/face/e47532f4fa4c35dd72a51eb22d984bc4591c3224.jpg
143,,172531789536,525826228,"嗑叫偏之夏虫语冰",6,男,"惊涛骇浪竞争白热化。攻守进退逼不得已而为之。
正所谓秦失之鹿陈仓问鼎",2023-06-30 21:06:49,0,0,"从1到1.1与从0到0.1～认知维度构建规模与实践执行汇总质量",河北,否,https://i1.hdslb.com/bfs/face/5d8cc3a50e6b0d0ca0caccec53111ca391e260fc.jpg
144,,172508409696,389129333,"沙克也没干",5,保密,"我只知道国产电影自动降一分，所以我会加上去",2023-06-30 18:45:37,0,0,"纯路人",四川,是,https://i2.hdslb.com/bfs/face/c190c032123050a803cdb6d01b24288f669a05fe.jpg
145,,171994032496,95403320,"冀B88888",3,保密,"13打一还放风筝",2023-06-27 14:34:59,0,0,"",河北,否,http://i0.hdslb.com/bfs/face/member/noface.jpg
146,,171920324352,230794376,"王予浠",3,保密,"解说的超级好[支持][支持][支持][支持][支持]",2023-06-26 23:59:22,0,0,"",福建,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
147,,171256933760,628582636,"给个话红红火火",5,保密,"@焦糖过客",2023-06-22 23:45:47,0,0,"你好",河南,否,https://i1.hdslb.com/bfs/face/f80caf45b38f8a66002c0ee09d9d0ef802986f0f.jpg
